[22h 57:5] POST /auth : 200
[23h 34:8] GET /users : 200
[23h 34:8] GET /tickets : 200
[23h 34:15] DESTROY /users/670642326661496866/review/4 : 200
[23h 34:15] DESTROY /users/670642326661496866/review/3 : 200
[23h 34:44] POST /auth : 200
[23h 34:47] GET /orders : 200
[23h 34:47] GET /users : 200
[23h 34:47] GET /banques : 200
[23h 34:47] GET /tickets : 200
[23h 35:10] POST /auth : 200
[23h 35:12] GET /orders : 200
[23h 35:12] GET /banques : 200
[23h 35:12] GET /users : 200
[23h 35:13] GET /tickets : 200
[23h 35:18] DESTROY /users/670642326661496866/review/2 : 200
[23h 36:21] POST /auth : 200
[23h 36:24] GET /orders : 200
[23h 36:24] GET /banques : 200
[23h 36:24] GET /tickets : 200
[23h 36:24] GET /users : 200
[23h 36:32] POST /users/670642326661496866/review : 200
[23h 36:32] PUT /users/670642326661496866 : 200
[23h 36:58] POST /auth : 200
[23h 37:1] GET /orders : 200
[23h 37:1] GET /banques : 200
[23h 37:1] GET /users : 200
[23h 37:1] GET /tickets : 200
[23h 37:8] DESTROY /users/670642326661496866/review/1 : 200
[23h 39:15] POST /auth : 200
[23h 39:18] GET /orders : 200
[23h 39:18] GET /users : 200
[23h 39:18] GET /banques : 200
[23h 39:18] GET /tickets : 200
[23h 40:0] POST /auth : 200
[23h 40:3] GET /orders : 200
[23h 40:3] GET /users : 200
[23h 40:3] GET /banques : 200
[23h 40:3] GET /tickets : 200
[23h 40:36] POST /auth : 200
[23h 40:39] GET /orders : 200
[23h 40:39] GET /banques : 200
[23h 40:39] GET /users : 200
[23h 40:39] GET /tickets : 200
[23h 41:3] POST /auth : 200
[23h 41:6] GET /orders : 200
[23h 41:6] GET /banques : 200
[23h 41:6] GET /users : 200
[23h 41:6] GET /tickets : 200
[23h 42:28] POST /auth : 200
[23h 42:31] GET /orders : 200
[23h 42:31] GET /banques : 200
[23h 42:31] GET /tickets : 200
[23h 42:31] GET /users : 200
[23h 42:47] POST /auth : 200
[23h 42:50] GET /banques : 200
[23h 42:50] GET /orders : 200
[23h 42:50] GET /users : 200
[23h 42:50] GET /tickets : 200
[23h 42:59] POST /users/670642326661496866/review : 200
[23h 42:59] PUT /users/670642326661496866 : 200
[23h 43:18] POST /auth : 200
[23h 43:21] GET /orders : 200
[23h 43:21] GET /banques : 200
[23h 43:21] GET /users : 200
[23h 43:21] GET /tickets : 200
[23h 43:41] DESTROY /users/670642326661496866/review/5 : 200
